Title,Sender,Sender Email,Date
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 04 Apr 2023 18:07:09 -0500"
=?UTF-8?B?4pyoVW53aW5kIGluIEx1eHVyeSDwn6Sp8J+PqQ==?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 04 Apr 2023 21:57:49 +0530"
"How was your Modern Robotics, Course 2:  Robot Kinematics experience?","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 04 Apr 2023 10:03:40 -0600"
Buy 1 Get 1 FREE on selected bestsellers,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Tue, 04 Apr 2023 14:00:34 +0000 (UTC)"
"Mudit, follow these creators based on your recent activity",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Tue, 4 Apr 2023 13:01:30 +0000 (UTC)"
=?UTF-8?Q?=F0=9F=8C=8D_Mudit=2C_your_March_update?=,Google Maps Timeline <noreply-maps-timeline@google.com>,noreply-maps-timeline@google.com,"Tue, 04 Apr 2023 06:00:22 -0700"
=?utf-8?B?T3BlbiwgZmlsbCwgc2lnbiwgYW5kIHNlbmQ=?=,"""Adobe Acrobat"" <mail@mail.adobe.com>",mail@mail.adobe.com,"Mon, 03 Apr 2023 17:20:01 -0700"
Your learning insights in Using Databases with Python,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 03 Apr 2023 19:12:29 +0000"
"=?UTF-8?Q?=F0=9F=97=BA=EF=B8=8FUnlock_the_World_with_Amazing_Deals!_?=
 =?UTF-8?Q?=F0=9F=A4=A9?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 03 Apr 2023 20:32:36 +0530"
"Congratulations, Your Certificate is Ready!","""Coursera"" <no-reply@t.mail.coursera.org>",no-reply@t.mail.coursera.org,"Mon, 03 Apr 2023 14:19:04 +0000"
You completed Using Databases with Python!,"""Coursera"" <no-reply@t.mail.coursera.org>",no-reply@t.mail.coursera.org,"Mon, 03 Apr 2023 14:19:04 +0000"
"=?utf-8?q?=E0=A4=A6=E0=A4=BE=E0=A4=B0=E0=A4=BE_=E0=A4=B8=E0=A4=BF=E0=A4=82?=
 =?utf-8?q?=E0=A4=B9_=E0=A4=95=E0=A5=8C=E0=A4=A8_=E0=A4=A5=E0=A5=87=3F?=","=?utf-8?q?Quora_=E0=A4=9C=E0=A5=8D=E0=A4=9E=E0=A4=BE=E0=A4=A8_=E0=A4=95?=
 =?utf-8?q?=E0=A4=BE_=E0=A4=AA=E0=A4=BF=E0=A4=9F=E0=A4=BE=E0=A4=B0=E0=A4=BE?=
 <hindi-personalized-digest@quora.com>",hindi-personalized-digest@quora.com,"Mon, 03 Apr 2023 13:45:44 +0000"
Recommended: Google IT Support,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 03 Apr 2023 07:41:29 -0600"
NPTEL Newsletter: April 2023: Vol 3: Week 1,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 3 Apr 2023 16:11:55 +0530"
"Tesla is hiring: Data Scientist, Battery Manufacturing Engineering.",LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Mon, 3 Apr 2023 09:03:46 +0000 (UTC)"
"Mudit, you have a promo =?UTF-8?B?8J+OiQ==?=",Uber <uber@uber.com>,uber@uber.com,"Mon, 03 Apr 2023 04:41:22 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 02 Apr 2023 20:22:52 -0500"
Mohit just messaged you,Mohit Jain via LinkedIn <messaging-digest-noreply@linkedin.com>,messaging-digest-noreply@linkedin.com,"Sun, 2 Apr 2023 08:30:28 +0000 (UTC)"
=?UTF-8?Q?Last_call!_Time's_running_out_=E2=8F=B0?=,GeeksforGeeks <no-reply@geeksforgeeks.org>,no-reply@geeksforgeeks.org,"Sun, 2 Apr 2023 06:32:23 +0000"
"Notification: F1 Australian Grand Prix: Watch along @ Sun Apr 2, 2023
 10am - 12:30pm (IST) (Mudit Vyas)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Sun, 02 Apr 2023 03:59:47 +0000"
Epic film locations you can actually visit,"""Tripadvisor"" <inspiration@mp1.tripadvisor.com>",inspiration@mp1.tripadvisor.com,"Sun, 02 Apr 2023 03:35:33 +0000"
"=?utf-8?B?RWFybiBhIE1hc3RlciBvZiBBcHBsaWVkIERhdGEgU2NpZW5jZQ==?=
	=?utf-8?B?4oCUMTAwJSBvbmxpbmU=?=","""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Sat, 01 Apr 2023 17:03:40 +0000"
=?UTF-8?Q?=F0=9F=8F=96=EF=B8=8FFamily_Fun_in_the_Sun!=F0=9F=8C=9E?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sat, 01 Apr 2023 19:11:02 +0530"
Love Data Science & Sports? This is for you!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Sat, 01 Apr 2023 13:37:59 +0000 (UTC)"
"=?utf-8?B?RmxleGliaWxpdHkgPSBIYXNzbGUtZnJlZSBqb3VybmV5cyA=?=
 =?utf-8?B?8J+YjA==?=","""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Sat, 01 Apr 2023 17:19:00 +0530"
Your balance for March,Splitwise <hello@splitwise.com>,hello@splitwise.com,"Sat, 01 Apr 2023 08:55:53 +0000 (UTC)"
"=?UTF-8?Q?=F0=9F=93=A2_Alert:_Forex_@_ZERO_Mark-up_with_Same-day_Delivery?=
 =?UTF-8?Q?!?=",Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sat, 01 Apr 2023 13:08:28 +0530"
=?UTF-8?B?QXZvaWQgQ3JlZGl0IENhcmQgQmlsbCBwYXltZW50IHNjYW1z8J+RiQ==?=,=?UTF-8?B?UGhvbmVQZQ==?= <noreply@phonepe.com>,noreply@phonepe.com,"Sat, 1 Apr 2023 07:59:42 +0530"
Tell us about your Northwestern University experience,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 31 Mar 2023 10:02:59 -0600"
"=?utf-8?B?8J+SsCBCZW5lZml0cyB3b3J0aCBScy4gNjAsMDAwKiB3YWl0?=
	=?utf-8?B?aW5nIGZvciB5b3UsIE11ZGl0ICBWeWFzIPCfmI0=?=",HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Fri, 31 Mar 2023 19:12:08 +0530"
"LAST DAY | Flat 10% cashback + Upto 70% Off with your Free Amazon
 Business Account",Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Fri, 31 Mar 2023 11:22:39 +0000"
Go anywhere with Uber Intercity,Uber <uber@uber.com>,uber@uber.com,"Fri, 31 Mar 2023 09:56:53 +0000 (UTC)"
=?UTF-8?Q?A_Guaranteed_3=EF=B8=8F=E2=83=A35=EF=B8=8F=E2=83=A3%_Off?=,GeeksforGeeks <no-reply@geeksforgeeks.org>,no-reply@geeksforgeeks.org,"Fri, 31 Mar 2023 08:43:39 +0000"
Tesla is hiring: Data Analyst.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Fri, 31 Mar 2023 08:27:35 +0000 (UTC)"
"Dear Mudit, Sell your gear on Bajaao Used Gear Marketplace","""Bajaao Connect"" <helpdesk@email.bajaao.com>",helpdesk@email.bajaao.com,"Fri, 31 Mar 2023 05:40:27 +0000"
"=?utf-8?B?RWFzaWx5IG1hbmFnZSByZXZpZXdzIGFuZCBmZWVkYmFjayBpbg==?=
 =?utf-8?B?IEFkb2JlIEFjcm9iYXQgUHJvLg==?=","""Adobe Acrobat"" <mail@mail.adobe.com>",mail@mail.adobe.com,"Thu, 30 Mar 2023 20:39:57 -0700"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 30 Mar 2023 17:12:24 -0500"
Build practical tech skills with IBM on Coursera ,"""IBM Skills Network"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Thu, 30 Mar 2023 16:44:06 +0000"
"This FRIDAY at 5:30pm =?UTF-8?B?8J+WpA==?= Algodon Wine, Live DJ &
 More",Gaucho - Buenos Aires <hello@gauchobuenosaires.com>,hello@gauchobuenosaires.com,"Thu, 30 Mar 2023 15:19:39 +0000 (UTC)"
"You don't have to struggle with finances while choosing your desired
 career",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 30 Mar 2023 14:17:52 +0000 (UTC)"
"Your doctoral thesis will make you a global figure out of
 =?UTF-8?B?aXTinIU=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 30 Mar 2023 13:15:35 +0000 (UTC)"
"Top data science programs at such prices may never come
 =?UTF-8?B?YmFja/CfpJE=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 30 Mar 2023 12:32:08 +0000 (UTC)"
"=?UTF-8?B?4pu5IEJhc2tldGJhbGwgcGxheWVycyBhc3NlbWJsZSEg4pu577iP?=
 =?UTF-8?B?4oCN4pmA77iP?=","""Decathlon India"" <communication@email.decathlon.in>",communication@email.decathlon.in,"Thu, 30 Mar 2023 06:11:01 -0600"
"Sale is Live | Flat 10% cashback + Upto 70% Off with your Free Amazon
 Business Account",Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Thu, 30 Mar 2023 09:06:25 +0000"
=?UTF-8?Q?=E2=8F=B3Beat_the_Clock!=E2=8F=B0?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Thu, 30 Mar 2023 14:27:00 +0530"
=?UTF-8?Q?Ganapati=E2=80=99s_invitation_is_waiting_for_your_response?=,"""Ganapati (via LinkedIn)"" <messages-noreply@linkedin.com>",messages-noreply@linkedin.com,"Thu, 30 Mar 2023 01:33:21 +0000 (UTC)"
"Annual reminder of our Terms of Use under the IT Rules, 2021","""Instagram"" <no-reply@mail.instagram.com>",no-reply@mail.instagram.com,"Wed, 29 Mar 2023 14:18:33 -0700"
"=?utf-8?q?More_related_to_=22How_many_G_force_are_exerted_on_Formula_1_pilot?=
 =?utf-8?q?s=3F=22?=",Quora <curiosity-noreply@quora.com>,curiosity-noreply@quora.com,"Wed, 29 Mar 2023 19:25:54 +0000"
Gaur Gopal Das and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Wed, 29 Mar 2023 13:39:37 +0000 (UTC)"
"=?UTF-8?Q?=F0=9F=A4=94Vacation_Goals=3F_We_Got_You_Covered!_=F0=9F=8F=96?=
 =?UTF-8?Q?=EF=B8=8F?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 29 Mar 2023 18:21:56 +0530"
Become a Data Scientist with GFG,GeeksforGeeks <no-reply@geeksforgeeks.org>,no-reply@geeksforgeeks.org,"Wed, 29 Mar 2023 10:33:07 +0000"
Transforming Your Banking with Online Convenience,SBI INB <SBIINB@communications.sbi.co.in>,SBIINB@communications.sbi.co.in,"Wed, 29 Mar 2023 15:13:42 +0530"
Walmart Global Tech India is hiring: Data Analyst.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Wed, 29 Mar 2023 09:09:33 +0000 (UTC)"
Get Flat 10% Cashback and Claim Your FREE Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Wed, 29 Mar 2023 08:45:14 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 28 Mar 2023 17:06:31 -0500"
Fast forwarding your career with a Doctorate,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 28 Mar 2023 17:16:17 +0000 (UTC)"
=?UTF-8?B?U2F2ZSB1cCB0byDigrk3MDAwIG9uIEZsaWdodHMgJiBtb3JlIOKciO+4jw==?=,=?UTF-8?B?UGhvbmVQZQ==?= <noreply@phonepe.com>,noreply@phonepe.com,"Tue, 28 Mar 2023 21:35:33 +0530"
A stylish upgrade awaits =?UTF-8?B?eW91wqDwn6Sp?=,Noise <mails@shop.gonoise.com>,mails@shop.gonoise.com,"Tue, 28 Mar 2023 16:00:45 +0000 (UTC)"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 28 Mar 2023 20:41:46 +0530"
=?UTF-8?Q?Discover_the_Wonders_of_Saudi_Arabia!_=F0=9F=A4=A9?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 28 Mar 2023 20:36:34 +0530"
"=?utf-8?B?8J+SsCBCZW5lZml0cyB3b3J0aCBScy4gNjAsMDAwKiB3YWl0?=
	=?utf-8?B?aW5nIGZvciB5b3UsIE11ZGl0ICBWeWFzIPCfmI0=?=",HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Tue, 28 Mar 2023 19:13:28 +0530"
[Invite] Learn Data Analytics using Python!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Tue, 28 Mar 2023 13:03:39 +0000 (UTC)"
"Mudit, follow these creators based on your recent activity",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Tue, 28 Mar 2023 13:01:25 +0000 (UTC)"
Book your Uber Intercity ride up to 30 days in advance,Uber <uber@uber.com>,uber@uber.com,"Tue, 28 Mar 2023 09:51:01 +0000 (UTC)"
Upgrade to FREE Business Account and Get 10% Cashback,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Tue, 28 Mar 2023 09:31:53 +0000"
NEFT Transaction,neftinfo.itps@alerts.sbi.co.in,neftinfo.itps@alerts.sbi.co.in,"Tue, 28 Mar 2023 10:04:47 +0530"
What did you think of Data Analysis in Excel?,DataCamp <team@datacamp.com>,team@datacamp.com,"Mon, 27 Mar 2023 22:41:54 +0000 (UTC)"
Weekly update in Introduction to Data Analytics,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 27 Mar 2023 19:04:58 +0000"
"Booking Confirmation on IRCTC, Train: 12489, 28-Mar-2023, THIRD AC
 (3A), BKN - JOR",<ticketadmin@irctc.co.in>,ticketadmin@irctc.co.in,"Mon, 27 Mar 2023 20:32:41 +0530 (IST)"
"Booking Confirmation on IRCTC, Train: 12489, 28-Mar-2023, 3A, BKN -
 JOR",ticketadmin@irctc.co.in,ticketadmin@irctc.co.in,"Mon, 27 Mar 2023 20:31:35 +0530 (IST)"
Recommended: Coding for Everyone: C and C++,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 27 Mar 2023 08:02:09 -0600"
Kaushik Mukherjee and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Mon, 27 Mar 2023 13:40:20 +0000 (UTC)"
"Add a =?UTF-8?B?J0RyLuKAmQ==?= to your business card
 =?UTF-8?B?8J+YiQ==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 27 Mar 2023 13:26:25 +0000 (UTC)"
NPTEL Newsletter: March 2023: Vol 3: Week 4,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 27 Mar 2023 16:37:32 +0530"
=?UTF-8?Q?Make_Monday_the_New_Friday=F0=9F=A4=A9=E2=9C=88=EF=B8=8F?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 27 Mar 2023 16:41:45 +0530"
Clearance Sale | Up to 40% Off + 10% Cashback,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Mon, 27 Mar 2023 09:37:54 +0000"
Best jobs for you | GeeksforGeeks,GeeksforGeeks <no-reply@geeksforgeeks.org>,no-reply@geeksforgeeks.org,"Mon, 27 Mar 2023 08:42:52 +0000"
MandelBulb Technologies is hiring: Data Engineeer Intern.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Mon, 27 Mar 2023 07:23:10 +0000 (UTC)"
"Mudit, you have a promo =?UTF-8?B?8J+OiQ==?=",Uber <uber@uber.com>,uber@uber.com,"Mon, 27 Mar 2023 04:39:25 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 26 Mar 2023 20:39:38 -0500"
Up to 70% Off + Flat 10% Cashback | Register Now,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Sun, 26 Mar 2023 17:06:47 +0000"
Your Statement of Accomplishment has arrived!,The DataCamp Team <team@datacamp.com>,team@datacamp.com,"Sun, 26 Mar 2023 12:16:42 +0000"
=?UTF-8?Q?=E2=8F=B0Weekend's_Hot_Hotel_Deal_is_Ending_Soon!=E2=8F=B3?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sun, 26 Mar 2023 14:55:34 +0530"
"Mudit, please add me to your LinkedIn network",Tilak C Reddy <invitations@linkedin.com>,invitations@linkedin.com,"Sun, 26 Mar 2023 06:08:36 +0000 (UTC)"
"Sale is Live | Flat 10% cashback + Upto 70% Off with your Business
 Account",Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Sat, 25 Mar 2023 19:41:49 +0000"
The Role of Data Science in Stock Market Predictions,Team Scaler <hello@scaler.com>,hello@scaler.com,"Sat, 25 Mar 2023 13:11:25 +0000 (UTC)"
=?UTF-8?Q?=F0=9F=91=8BHey!_Weekend_Wanderlust=3F=E2=9C=88=EF=B8=8F?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sat, 25 Mar 2023 18:32:31 +0530"
BlueDart >> MailDart,"""response@bluedart.com"" <response@bluedart.com>",response@bluedart.com,"Sat, 25 Mar 2023 15:55:39 +0530 (GMT+05:30)"
"Mudit, get ready to ride",Uber <uber@uber.com>,uber@uber.com,"Sat, 25 Mar 2023 09:57:56 +0000 (UTC)"
March into savings with Super Saver Days!,Rapido Bike Taxi <hello@updates.rapido.bike>,hello@updates.rapido.bike,"Sat, 25 Mar 2023 04:01:48 +0000 (UTC)"
Fast forwarding your career with a Doctorate,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sat, 25 Mar 2023 01:46:10 +0000 (UTC)"
=?utf-8?B?MjAyM+KAmXMgdG9wIG5hdHVyZSBkZXN0aW5hdGlvbnMgYXJl4oCm?=,"""Tripadvisor"" <awards@mp1.tripadvisor.com>",awards@mp1.tripadvisor.com,"Sat, 25 Mar 2023 01:38:34 +0000"
Is an MBA worth the hype?,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Fri, 24 Mar 2023 14:54:51 +0000 (UTC)"
=?UTF-8?Q?=F0=9F=8C=B4Get..Set..Goaaa!=F0=9F=98=8E?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 24 Mar 2023 19:35:04 +0530"
Sakshi Baliyan and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Fri, 24 Mar 2023 13:39:47 +0000 (UTC)"
Go from an expert in your domain to a =?UTF-8?B?RHIu8J+Okw==?=,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Fri, 24 Mar 2023 12:17:26 +0000 (UTC)"
"=?utf-8?B?8J+SsCBCZW5lZml0cyB3b3J0aCBScy4gNjAsMDAwKiB3YWl0?=
	=?utf-8?B?aW5nIGZvciB5b3UsIE11ZGl0ICBWeWFzIPCfmI0=?=",HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Fri, 24 Mar 2023 17:32:50 +0530"
Get Flat 10% Cashback and Claim Your FREE Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Fri, 24 Mar 2023 10:47:30 +0000"
Drafting of pre contractual terms and important clauses,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Fri, 24 Mar 2023 10:45:32 +0000 (UTC)"
=?utf-8?q?Go_anywhere_with_Uber_Intercity=0A=0A=0A?=,"""Uber"" <uber@uber.com>",uber@uber.com,"Fri, 24 Mar 2023 09:46:01 +0000"
Step to data engineer career upto 13 LPA CTC,Jayesh Mittal <jubin@gradjago.com>,jubin@gradjago.com,"Fri, 24 Mar 2023 07:54:53 +0000"
"Varsity Tutors, a Nerdy Company is hiring: Lincoln Mechanical
 Engineering Expert.",LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Fri, 24 Mar 2023 07:26:18 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 23 Mar 2023 17:08:54 -0500"
Stand out in the job market,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Thu, 23 Mar 2023 14:53:24 -0600"
"Limited time offer 25% off + exiting gifts at checkout
 =?UTF-8?B?8J+Pgw==?=",Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Thu, 23 Mar 2023 15:30:39 +0000 (UTC)"
"Empower your potential with a Master's degree in Computer Science""",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 23 Mar 2023 13:57:32 +0000 (UTC)"
"[Invite] Data Analysis with NumPy, Pandas, and Python!",Team Scaler <hello@scaler.com>,hello@scaler.com,"Thu, 23 Mar 2023 12:35:35 +0000 (UTC)"
"Flat 10% cashback + Upto 28% Off with GST Invoice | Sale is almost
 here",Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Thu, 23 Mar 2023 10:00:01 +0000"
"Ready for your trip to BKN? Don't forget to order delicious
 restaurant food at your train seat!",IRCTC eCatering <ecatering@irctc.co.in>,ecatering@irctc.co.in,"Wed, 22 Mar 2023 21:38:05 +0530"
Kunal Bahl and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Wed, 22 Mar 2023 13:40:20 +0000 (UTC)"
Order dispatched,Myprotein <service@t.myprotein.com>,service@t.myprotein.com,"Wed, 22 Mar 2023 10:50:19 +0000 (UTC)"
Get 10% Cashback + Upto 70% Off | Upgrade to Free Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Wed, 22 Mar 2023 09:45:41 +0000"
Appointments on the agenda?,Uber <uber@uber.com>,uber@uber.com,"Wed, 22 Mar 2023 09:44:20 +0000 (UTC)"
Chegg Inc. is hiring: Data Analyst Intern.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Wed, 22 Mar 2023 07:55:57 +0000 (UTC)"
"Mudit, please add me to your LinkedIn network",Ganapati Moger <invitations@linkedin.com>,invitations@linkedin.com,"Wed, 22 Mar 2023 07:19:39 +0000 (UTC)"
=?UTF-8?Q?Invoice=20for=20your=20Fastrack=20order?=,=?utf-8?Q?Fastrack=20Eyewear?= <fteyewear@titan.co.in>,fteyewear@titan.co.in,"Wed, 22 Mar 2023 06:03:53 +0000"
=?UTF-8?Q?Your=20Fastrack=20order=20confirmation?=,=?utf-8?Q?Fastrack=20Eyewear?= <fteyewear@titan.co.in>,fteyewear@titan.co.in,"Wed, 22 Mar 2023 06:03:51 +0000"
Payment successful for TITAN COMPANY LIMITED,Payments <no-reply@razorpay.com>,no-reply@razorpay.com,"Wed, 22 Mar 2023 06:03:42 +0000"
=?UTF-8?Q?Welcome=20to=20Fastrack?=,=?utf-8?Q?Fastrack=20Eyewear?= <fteyewear@titan.co.in>,fteyewear@titan.co.in,"Wed, 22 Mar 2023 05:58:51 +0000"
"=?UTF-8?B?4q2QIOKtkCDirZAg4q2QIOKtkA==?=  How many stars would you
 give Myprotein?",Myprotein <noreply.invitations@trustpilotmail.com>,noreply.invitations@trustpilotmail.com,"Wed, 22 Mar 2023 05:54:53 +0000 (UTC)"
Thank you for your order,Myprotein <service@t.myprotein.com>,service@t.myprotein.com,"Wed, 22 Mar 2023 05:54:45 +0000 (UTC)"
Your Order at myprotein.co.in is successful,"""payment-report@payu.in"" <payment-report@payu.in>",payment-report@payu.in,"Wed, 22 Mar 2023 11:24:38 +0530"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 21 Mar 2023 17:07:45 -0500"
"Learn job-ready skills in months, not years","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 21 Mar 2023 11:03:57 -0600"
"Mudit, land your next job on LinkedIn.",=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,linkedin@e.linkedin.com,"Tue, 21 Mar 2023 07:27:18 -0700"
"Booking Confirmation on IRCTC, Train: 12490, 23-Mar-2023, THIRD AC
 (3A), JOR - BKN",<ticketadmin@irctc.co.in>,ticketadmin@irctc.co.in,"Tue, 21 Mar 2023 20:03:29 +0530 (IST)"
"Booking Confirmation on IRCTC, Train: 12490, 23-Mar-2023, 3A, JOR -
 BKN",ticketadmin@irctc.co.in,ticketadmin@irctc.co.in,"Tue, 21 Mar 2023 20:03:16 +0530 (IST)"
A =?UTF-8?B?RHIu4oCZcw==?= title is one step =?UTF-8?B?YXdhefCfkYc=?=,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 21 Mar 2023 14:32:25 +0000 (UTC)"
"Getting a Master's with 100% U.S. credits is a
 =?UTF-8?B?cG9zc2liaWxpdHninIU=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 21 Mar 2023 14:23:45 +0000 (UTC)"
"=?utf-8?B?8J+SsCBCZW5lZml0cyB3b3J0aCBScy4gNjAsMDAwKiB3YWl0?=
	=?utf-8?B?aW5nIGZvciB5b3UsIE11ZGl0ICBWeWFzIPCfmI0=?=",HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Tue, 21 Mar 2023 19:15:02 +0530"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 21 Mar 2023 18:17:24 +0530"
Learn Node Js Interview Questions!,Team Scaler <academy@mailer.scaler.com>,academy@mailer.scaler.com,"Tue, 21 Mar 2023 06:14:49 -0700 (PDT)"
"Getting a Master's with 100% U.S. credits is a
 =?UTF-8?B?cG9zc2liaWxpdHninIU=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 21 Mar 2023 11:42:29 +0000 (UTC)"
Limited time offer | Get 10% Cashback + Exciting Deals,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Tue, 21 Mar 2023 08:58:29 +0000"
Digital Banking Bole Toh YONO. Register Now!,YONO SBI <yonosbi@alerts.sbi.co.in>,yonosbi@alerts.sbi.co.in,"Tue, 21 Mar 2023 12:35:11 +0530"
"Recommended: C++ For C Programmers, Part B","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 20 Mar 2023 12:26:26 -0600"
