,Firm,Sender Email,Day,Date,Month,Year,Time_24hr_offset,Parts_of_the_day,noreply,Month_year
1291,eCom ,eCom@communications.sbi.co.in,Sat,21,Jan,2023,14:58:09,Afternoon,0,Jan 2023
1292,NPTEL ,onlinecourses@nptel.iitm.ac.in,Sat,21,Jan,2023,13:30:00,Afternoon,0,Jan 2023
1293,BSNL SUPPORT ,BSNL_SUPPORT@ndc.bsnl.co.in,Sat,21,Jan,2023,13:22:25,Afternoon,0,Jan 2023
1294,EaseMyTrip ,info@easemytrip.com,Sat,21,Jan,2023,09:36:02,Morning,0,Jan 2023
1295,Goibibo ,noreply@content.goibibo.com,Sat,21,Jan,2023,11:45:44,Morning,1,Jan 2023
1296,LinkedIn,jobs-listings@linkedin.com,Sat,21,Jan,2023,07:58:19,Morning,0,Jan 2023
1297,BSNL SUPPORT ,BSNL_SUPPORT@ndc.bsnl.co.in,Sat,21,Jan,2023,08:39:52,Morning,0,Jan 2023
1298,LinkedIn,linkedin@e.linkedin.com,Fri,20,Jan,2023,21:41:02,Night,0,Jan 2023
1299,Goibibo ,noreply@content.goibibo.com,Sat,21,Jan,2023,14:59:31,Afternoon,1,Jan 2023
1300,BSNL SUPPORT ,BSNL_SUPPORT@ndc.bsnl.co.in,Fri,20,Jan,2023,05:39:33,Morning,0,Jan 2023
1301,LinkedIn,updates-noreply@linkedin.com,Fri,20,Jan,2023,03:39:45,Night,1,Jan 2023
1302,LinkedIn,messages-noreply@linkedin.com,Fri,20,Jan,2023,03:33:22,Night,1,Jan 2023
1303,NPTEL ,onlinecourses@nptel.iitm.ac.in,Fri,20,Jan,2023,13:18:31,Afternoon,0,Jan 2023
1304,SBI,yonosbi@alerts.sbi.co.in,Fri,20,Jan,2023,10:17:34,Morning,0,Jan 2023
1305,Goibibo ,noreply@content.goibibo.com,Fri,20,Jan,2023,09:19:39,Morning,1,Jan 2023
1306,Tripadvisor ,awards@mp1.tripadvisor.com,Fri,20,Jan,2023,04:47:49,Night,0,Jan 2023
1307,Amazon,no-reply@business.amazon.in,Fri,20,Jan,2023,04:33:42,Night,0,Jan 2023
1308,Varsha from Prosple ,varsha@prosple.com,Thu,19,Jan,2023,00:10:13,Night,0,Jan 2023
1309,SBI,neftinfo.itps@alerts.sbi.co.in,Fri,20,Jan,2023,06:07:40,Morning,0,Jan 2023
1310,upGrad ,info@updates.upgrad.com,Thu,19,Jan,2023,02:01:16,Night,0,Jan 2023
1311,NPTEL ,onlinecourses@nptel.iitm.ac.in,Thu,19,Jan,2023,11:58:42,Morning,0,Jan 2023
1312,SBI,neftinfo.itps@alerts.sbi.co.in,Thu,19,Jan,2023,12:10:38,Afternoon,0,Jan 2023
1313,Goibibo ,noreply@content.goibibo.com,Thu,19,Jan,2023,11:24:04,Morning,1,Jan 2023
1314,LinkedIn,jobs-listings@linkedin.com,Thu,19,Jan,2023,08:35:11,Morning,0,Jan 2023
1315,Amazon,no-reply@business.amazon.in,Thu,19,Jan,2023,06:38:50,Morning,0,Jan 2023
1316,HDFC Bank ,information@hdfcbank.net,Wed,18,Jan,2023,15:23:34,Afternoon,0,Jan 2023
1317,LinkedIn,updates-noreply@linkedin.com,Wed,18,Jan,2023,03:38:18,Night,1,Jan 2023
1318,upGrad ,info@updates.upgrad.com,Wed,18,Jan,2023,02:47:14,Night,0,Jan 2023
1319,Goibibo ,noreply@content.goibibo.com,Wed,18,Jan,2023,12:00:42,Afternoon,1,Jan 2023
1320,MADE EASY ,info@madeeasyprime.com,Wed,18,Jan,2023,09:45:53,Morning,0,Jan 2023
1321,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,18,Jan,2023,08:54:03,Morning,0,Jan 2023
1322,Varsha from Prosple ,varsha@prosple.com,Tue,17,Jan,2023,00:07:41,Night,0,Jan 2023
1323,Coursera ,Coursera@email.coursera.org,Tue,17,Jan,2023,21:16:02,Night,0,Jan 2023
1324,EaseMyTrip ,info@easemytrip.com,Tue,17,Jan,2023,14:04:24,Afternoon,0,Jan 2023
1325,Viren Pai ,invitations@linkedin.com,Tue,17,Jan,2023,06:31:51,Morning,0,Jan 2023
1326,Dhruv Mehta ,jubin@gradjago.com,Tue,17,Jan,2023,03:46:34,Night,0,Jan 2023
1327,Team Scaler ,hello@scaler.com,Tue,17,Jan,2023,02:49:14,Night,0,Jan 2023
1328,Quora,hindi-personalized-digest@quora.com,Tue,17,Jan,2023,02:16:35,Night,0,Jan 2023
1329,Goibibo ,noreply@content.goibibo.com,Tue,17,Jan,2023,11:15:21,Morning,1,Jan 2023
1330,LinkedIn,jobs-listings@linkedin.com,Tue,17,Jan,2023,07:46:22,Morning,0,Jan 2023
1331,Coursera ,Coursera@email.coursera.org,Mon,16,Jan,2023,22:58:22,Night,0,Jan 2023
1332,EaseMyTrip ,info@easemytrip.com,Mon,16,Jan,2023,06:05:08,Morning,0,Jan 2023
1333,Coursera ,no-reply@m.mail.coursera.org,Mon,16,Jan,2023,09:06:27,Morning,0,Jan 2023
1334,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,16,Jan,2023,06:00:00,Morning,0,Jan 2023
1335,LinkedIn,updates-noreply@linkedin.com,Mon,16,Jan,2023,03:39:02,Night,1,Jan 2023
1336,Amazon,no-reply@business.amazon.in,Mon,16,Jan,2023,00:26:28,Night,0,Jan 2023
1337,Uber ,uber@uber.com,Mon,16,Jan,2023,07:48:58,Morning,0,Jan 2023
1338,Adobe Acrobat ,mail@mail.adobe.com,Sun,15,Jan,2023,01:32:22,Night,0,Jan 2023
1339,Varsha from Prosple ,varsha@prosple.com,Sun,15,Jan,2023,01:23:27,Night,0,Jan 2023
1340,NPTEL ,onlinecourses@nptel.iitm.ac.in,Sun,15,Jan,2023,05:30:00,Morning,0,Jan 2023
1341,Dominos India ,do-not-reply@dominos.co.in,Sun,15,Jan,2023,04:33:01,Night,0,Jan 2023
1342,Coding Blocks ,riya.jain@email.codingblocks.com,Sun,15,Jan,2023,01:17:13,Night,0,Jan 2023
1343,Goibibo ,noreply@content.goibibo.com,Sun,15,Jan,2023,11:35:39,Morning,1,Jan 2023
1344,SpiceJet ,spicejet@web-spicejet.com,Sun,15,Jan,2023,11:54:27,Morning,0,Jan 2023
1345,6EGSTInvoice@goindigo.in,6EGSTInvoice@goindigo.in,Sun,15,Jan,2023,00:58:49,Night,0,Jan 2023
1346,NPTEL ,onlinecourses@nptel.iitm.ac.in,Sat,14,Jan,2023,15:00:00,Afternoon,0,Jan 2023
1347,EaseMyTrip ,info@easemytrip.com,Sat,14,Jan,2023,07:08:06,Morning,0,Jan 2023
1348,Goibibo ,noreply@content.goibibo.com,Sat,14,Jan,2023,12:21:19,Afternoon,1,Jan 2023
1349,SpiceJet ,spicejet@web-spicejet.com,Sat,14,Jan,2023,13:56:08,Afternoon,0,Jan 2023
1350,LinkedIn,jobs-listings@linkedin.com,Sat,14,Jan,2023,07:32:13,Morning,0,Jan 2023
1351,DO NOT REPLY ,donotreply.inb@alerts.sbi.co.in,Sat,14,Jan,2023,06:03:27,Morning,0,Jan 2023
1352,EaseMyTrip ,info@easemytrip.com,Fri,13,Jan,2023,12:04:46,Afternoon,0,Jan 2023
1353,6EGSTInvoice@goindigo.in,6EGSTInvoice@goindigo.in,Fri,14,Jan,2023,02:37:33,Night,0,Jan 2023
1354,SBI,cbssbi.cas@alerts.sbi.co.in,Fri,13,Jan,2023,08:02:30,Morning,0,Jan 2023
1355,LinkedIn,updates-noreply@linkedin.com,Fri,13,Jan,2023,03:47:42,Night,1,Jan 2023
1356,LinkedIn,messages-noreply@linkedin.com,Fri,13,Jan,2023,03:33:21,Night,1,Jan 2023
1357,Goibibo ,noreply@content.goibibo.com,Fri,13,Jan,2023,09:12:36,Morning,1,Jan 2023
1358,SpiceJet ,spicejet@web-spicejet.com,Fri,13,Jan,2023,13:06:37,Afternoon,0,Jan 2023
1359,Join Indian Navy ,hdnoreply-joinindiannavy@gov.in,Fri,13,Jan,2023,14:00:59,Afternoon,1,Jan 2023
1360,Varsha from Prosple ,varsha@prosple.com,Thu,12,Jan,2023,00:08:07,Night,0,Jan 2023
1361,EaseMyTrip ,info@easemytrip.com,Thu,12,Jan,2023,12:36:18,Afternoon,0,Jan 2023
1362,University of Michigan ,no-reply@m.mail.coursera.org,Thu,12,Jan,2023,01:34:19,Night,0,Jan 2023
1363,EaseMyTrip ,info@easemytrip.com,Thu,12,Jan,2023,10:35:19,Morning,0,Jan 2023
1364,Datacamp,team@datacamp.com,Thu,12,Jan,2023,04:40:32,Night,0,Jan 2023
1365,NPTEL ,onlinecourses@nptel.iitm.ac.in,Thu,12,Jan,2023,12:51:30,Afternoon,0,Jan 2023
1366,upGrad ,info@updates.upgrad.com,Thu,12,Jan,2023,02:04:12,Night,0,Jan 2023
1367,Cleartrip ,noreply@cleartrip.com,Thu,12,Jan,2023,13:01:49,Afternoon,1,Jan 2023
1368,LinkedIn,jobs-listings@linkedin.com,Thu,12,Jan,2023,08:21:09,Morning,0,Jan 2023
1369,Goibibo ,noreply@content.goibibo.com,Thu,12,Jan,2023,09:01:20,Morning,1,Jan 2023
1370,Uber ,uber@uber.com,Thu,12,Jan,2023,07:48:58,Morning,0,Jan 2023
1371,Amazon,no-reply@business.amazon.in,Thu,12,Jan,2023,07:47:55,Morning,0,Jan 2023
1372,SpiceJet ,spicejet@web-spicejet.com,Thu,12,Jan,2023,12:53:40,Afternoon,0,Jan 2023
1373,Coursera ,no-reply@m.mail.coursera.org,Thu,12,Jan,2023,04:06:09,Night,0,Jan 2023
1374,LinkedIn,updates-noreply@linkedin.com,Wed,11,Jan,2023,03:38:06,Night,1,Jan 2023
1375,HDFC Bank ,information@hdfcbank.net,Wed,11,Jan,2023,13:45:37,Afternoon,0,Jan 2023
1376,Team Scaler ,hello@scaler.com,Wed,11,Jan,2023,02:42:08,Night,0,Jan 2023
1377,HackerRank Team ,no-reply@hackerrankmail.com,Wed,11,Jan,2023,01:55:22,Night,0,Jan 2023
1378,SpiceJet ,spicejet@web-spicejet.com,Wed,11,Jan,2023,15:51:25,Afternoon,0,Jan 2023
1379,Goibibo ,noreply@content.goibibo.com,Wed,11,Jan,2023,09:51:59,Morning,1,Jan 2023
1380,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,11,Jan,2023,15:03:10,Afternoon,0,Jan 2023
1381,SBI,neftinfo.itps@alerts.sbi.co.in,Wed,11,Jan,2023,11:46:10,Morning,0,Jan 2023
1382,Varsha from Prosple ,varsha@prosple.com,Tue,10,Jan,2023,00:06:35,Night,0,Jan 2023
1383,Coursera ,no-reply@m.mail.coursera.org,Tue,10,Jan,2023,03:41:30,Night,0,Jan 2023
1384,LinkedIn,updates-noreply@linkedin.com,Tue,10,Jan,2023,03:38:34,Night,1,Jan 2023
1385,Google,noreply-maps-timeline@google.com,Tue,10,Jan,2023,19:09:23,Evening,1,Jan 2023
1386,Coursera ,no-reply@m.mail.coursera.org,Tue,10,Jan,2023,00:48:41,Night,0,Jan 2023
1387,LinkedIn,jobalerts-noreply@linkedin.com,Tue,10,Jan,2023,09:41:45,Morning,1,Jan 2023
1388,LinkedIn,jobalerts-noreply@linkedin.com,Tue,10,Jan,2023,09:41:41,Morning,1,Jan 2023
1389,LinkedIn,jobs-listings@linkedin.com,Tue,10,Jan,2023,08:37:05,Morning,0,Jan 2023
1390,Coursera ,no-reply@m.mail.coursera.org,Tue,10,Jan,2023,07:35:41,Morning,0,Jan 2023
1391,Adobe Acrobat ,mail@mail.adobe.com,Mon,9,Jan,2023,16:01:55,Afternoon,0,Jan 2023
1392,LinkedIn,jobalerts-noreply@linkedin.com,Mon,9,Jan,2023,01:14:16,Night,1,Jan 2023
1393,Coursera ,no-reply@m.mail.coursera.org,Mon,9,Jan,2023,09:30:58,Morning,0,Jan 2023
1394,Google,noreply-local-guides@google.com,Mon,9,Jan,2023,17:02:21,Evening,1,Jan 2023
1395,LinkedIn,messages-noreply@linkedin.com,Mon,9,Jan,2023,01:33:18,Night,1,Jan 2023
1396,Goibibo ,noreply@content.goibibo.com,Mon,9,Jan,2023,12:29:15,Afternoon,1,Jan 2023
1397,GeeksforGeeks ,no-reply@geeksforgeeks.org,Mon,9,Jan,2023,09:57:16,Morning,0,Jan 2023
1398,EaseMyTrip ,info@easemytrip.com,Mon,9,Jan,2023,07:52:04,Morning,0,Jan 2023
1399,SpiceJet ,spicejet@web-spicejet.com,Mon,9,Jan,2023,12:32:41,Afternoon,0,Jan 2023
1400,LinkedIn,messaging-digest-noreply@linkedin.com,Mon,9,Jan,2023,05:13:33,Morning,1,Jan 2023
1401,LinkedIn,messages-noreply@linkedin.com,Mon,9,Jan,2023,03:59:15,Night,1,Jan 2023
1402,Varsha from Prosple ,varsha@prosple.com,Sun,8,Jan,2023,01:02:30,Night,0,Jan 2023
1403,LinkedIn,messaging-digest-noreply@linkedin.com,Sun,8,Jan,2023,01:08:11,Night,1,Jan 2023
1404,LinkedIn,jobalerts-noreply@linkedin.com,Sun,8,Jan,2023,00:53:01,Night,1,Jan 2023
1405,NPTEL ,onlinecourses@nptel.iitm.ac.in,Sun,8,Jan,2023,11:00:00,Morning,0,Jan 2023
1406,bsnlcare@ndc.bsnl.co.in,bsnlcare@ndc.bsnl.co.in,Sun,8,Jan,2023,09:43:12,Morning,0,Jan 2023
1407,Google,google-maps-noreply@google.com,Sat,7,Jan,2023,19:59:01,Evening,1,Jan 2023
1408,Uber ,uber@uber.com,Sun,8,Jan,2023,07:48:57,Morning,0,Jan 2023
1409,IRCTC,ticketadmin@irctc.co.in,Sun,8,Jan,2023,11:50:29,Morning,0,Jan 2023
1410,IRCTC,ticketadmin@irctc.co.in,Sun,8,Jan,2023,11:50:29,Morning,0,Jan 2023
1411,Goibibo ,noreply@content.goibibo.com,Sun,8,Jan,2023,06:54:11,Morning,1,Jan 2023
1412,IndiGo ,reservations@customer.goindigo.in,Sun,8,Jan,2023,06:37:42,Morning,0,Jan 2023
1413,AdaniOne ,info@adanione.com,Sun,8,Jan,2023,05:37:25,Morning,0,Jan 2023
1414,LinkedIn,jobalerts-noreply@linkedin.com,Sat,7,Jan,2023,00:49:26,Night,1,Jan 2023
1415,Google,google-noreply@google.com,Sat,7,Jan,2023,16:28:44,Afternoon,1,Jan 2023
1416,EaseMyTrip ,info@easemytrip.com,Sat,7,Jan,2023,05:34:48,Morning,0,Jan 2023
1417,Team Scaler ,hello@scaler.com,Sat,7,Jan,2023,02:32:00,Night,0,Jan 2023
1418,NPTEL ,onlinecourses@nptel.iitm.ac.in,Sat,7,Jan,2023,10:00:00,Morning,0,Jan 2023
1419,Coursera ,no-reply@m.mail.coursera.org,Sat,7,Jan,2023,09:13:15,Morning,0,Jan 2023
1420,LinkedIn,jobs-listings@linkedin.com,Sat,7,Jan,2023,08:04:41,Morning,0,Jan 2023
1421,SpiceJet ,spicejet@web-spicejet.com,Sat,7,Jan,2023,12:48:20,Afternoon,0,Jan 2023
1422,Netflix ,info@mailer.netflix.com,Sat,7,Jan,2023,02:40:37,Night,0,Jan 2023
1423,Coursera ,no-reply@m.mail.coursera.org,Fri,6,Jan,2023,02:31:47,Night,0,Jan 2023
1424,LinkedIn,jobalerts-noreply@linkedin.com,Fri,6,Jan,2023,00:41:55,Night,1,Jan 2023
1425,Coursera ,no-reply@m.mail.coursera.org,Fri,6,Jan,2023,00:34:38,Night,0,Jan 2023
1426,Coursera ,Coursera@email.coursera.org,Fri,6,Jan,2023,03:17:11,Night,0,Jan 2023
1427,LinkedIn,updates-noreply@linkedin.com,Fri,6,Jan,2023,03:39:02,Night,1,Jan 2023
1428,LinkedIn,messages-noreply@linkedin.com,Fri,6,Jan,2023,03:33:21,Night,1,Jan 2023
1429,EaseMyTrip ,info@easemytrip.com,Fri,6,Jan,2023,07:40:53,Morning,0,Jan 2023
1430,BSNL Care -NZ ,BSNL@ndc.bsnl.co.in,Fri,6,Jan,2023,05:12:18,Morning,0,Jan 2023
1431,NPTEL ,onlinecourses@nptel.iitm.ac.in,Fri,6,Jan,2023,08:21:21,Morning,0,Jan 2023
1432,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Fri,6,Jan,2023,08:08:36,Morning,0,Jan 2023
1433,Varsha from Prosple ,varsha@prosple.com,Thu,5,Jan,2023,00:08:25,Night,0,Jan 2023
1434,LinkedIn,jobalerts-noreply@linkedin.com,Thu,5,Jan,2023,00:47:42,Night,1,Jan 2023
1435,EaseMyTrip ,info@easemytrip.com,Thu,5,Jan,2023,05:35:32,Morning,0,Jan 2023
1436,Netflix ,info@mailer.netflix.com,Thu,5,Jan,2023,04:30:53,Night,0,Jan 2023
1437,Cleartrip ,noreply@cleartrip.com,Thu,5,Jan,2023,14:33:22,Afternoon,1,Jan 2023
1438,HackerRank Team ,no-reply@hackerrankmail.com,Thu,5,Jan,2023,01:51:41,Night,0,Jan 2023
1439,LinkedIn,jobs-listings@linkedin.com,Thu,5,Jan,2023,07:55:54,Morning,0,Jan 2023
1440,SpiceJet ,spicejet@web-spicejet.com,Thu,5,Jan,2023,13:47:06,Afternoon,0,Jan 2023
1441,Coursera ,no-reply@m.mail.coursera.org,Thu,5,Jan,2023,07:35:16,Morning,0,Jan 2023
1442,Datacamp,support@datacamp.com,Thu,5,Jan,2023,00:14:56,Night,0,Jan 2023
1443,LinkedIn,jobalerts-noreply@linkedin.com,Wed,4,Jan,2023,00:47:35,Night,1,Jan 2023
1444,EaseMyTrip ,info@easemytrip.com,Wed,4,Jan,2023,13:34:54,Afternoon,0,Jan 2023
1445,Datacamp,support@datacamp.com,Wed,4,Jan,2023,06:03:09,Morning,0,Jan 2023
1446,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,4,Jan,2023,14:30:00,Afternoon,0,Jan 2023
1447,Cleartrip Bookings ,no-reply@cleartrip.com,Wed,4,Jan,2023,15:01:46,Afternoon,0,Jan 2023
1448,IndiGo ,reservations@customer.goindigo.in,Wed,4,Jan,2023,15:01:28,Afternoon,0,Jan 2023
1449,Cleartrip Account ,no-reply@cleartrip.com,Wed,4,Jan,2023,04:01:04,Night,0,Jan 2023
1450,No-reply ,no-reply@agoda.com,Wed,4,Jan,2023,03:50:05,Night,0,Jan 2023
1451,Agoda ,no-reply@security.agoda.com,Wed,4,Jan,2023,03:46:00,Night,0,Jan 2023
1452,Agoda ,no-reply@agoda-email.com,Wed,4,Jan,2023,03:41:05,Night,0,Jan 2023
1453,Google,google-noreply@google.com,Wed,4,Jan,2023,21:39:42,Night,1,Jan 2023
1454,Google,no-reply@accounts.google.com,Wed,4,Jan,2023,03:38:40,Night,0,Jan 2023
1455,LinkedIn,updates-noreply@linkedin.com,Wed,4,Jan,2023,03:37:44,Night,1,Jan 2023
1456,No-reply ,no-reply@agoda.com,Wed,4,Jan,2023,03:35:52,Night,0,Jan 2023
1457,No-reply ,no-reply@agoda.com,Wed,4,Jan,2023,03:32:44,Night,0,Jan 2023
1458,Team Scaler ,hello@scaler.com,Wed,4,Jan,2023,02:54:02,Night,0,Jan 2023
1459,Tripadvisor ,updates@mp1.tripadvisor.com,Wed,4,Jan,2023,09:53:03,Morning,0,Jan 2023
1460,GeeksforGeeks ,no-reply@geeksforgeeks.org,Wed,4,Jan,2023,09:38:33,Morning,0,Jan 2023
1461,Tripadvisor ,updates@mp1.tripadvisor.com,Wed,4,Jan,2023,04:41:12,Night,0,Jan 2023
1462,Anand Geethagovindan ,anand.geethagovindan@go.mathworks.com,Tue,3,Jan,2023,22:31:09,Night,0,Jan 2023
1463,Datacamp,support@datacamp.com,Wed,4,Jan,2023,03:58:45,Night,0,Jan 2023
1464,Varsha from Prosple ,varsha@prosple.com,Tue,3,Jan,2023,00:05:52,Night,0,Jan 2023
1465,LinkedIn,jobalerts-noreply@linkedin.com,Tue,3,Jan,2023,00:56:28,Night,1,Jan 2023
1466,EaseMyTrip ,info@easemytrip.com,Tue,3,Jan,2023,12:20:48,Afternoon,0,Jan 2023
1467,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,3,Jan,2023,13:30:00,Afternoon,0,Jan 2023
1468,Datacamp,support@datacamp.com,Tue,3,Jan,2023,09:22:25,Morning,0,Jan 2023
1469,SpiceJet ,spicejet@web-spicejet.com,Tue,3,Jan,2023,15:16:41,Afternoon,0,Jan 2023
1470,Coursera ,no-reply@m.mail.coursera.org,Tue,3,Jan,2023,08:22:10,Morning,0,Jan 2023
1471,Riya Jain ,riya.jain@email.codingblocks.com,Tue,3,Jan,2023,08:10:54,Morning,0,Jan 2023
1472,LinkedIn,jobs-listings@linkedin.com,Tue,3,Jan,2023,07:21:40,Morning,0,Jan 2023
1473,Adobe Acrobat ,mail@mail.adobe.com,Mon,2,Jan,2023,01:10:20,Night,0,Jan 2023
1474,Datacamp,team@datacamp.com,Tue,3,Jan,2023,02:15:17,Night,0,Jan 2023
1475,Datacamp,support@datacamp.com,Tue,3,Jan,2023,02:14:52,Night,0,Jan 2023
1476,LinkedIn,jobalerts-noreply@linkedin.com,Mon,2,Jan,2023,00:52:42,Night,1,Jan 2023
1477,Coursera ,no-reply@m.mail.coursera.org,Mon,2,Jan,2023,00:06:26,Night,0,Jan 2023
1478,University of Colorado Boulder ,no-reply@m.mail.coursera.org,Mon,2,Jan,2023,08:02:38,Morning,0,Jan 2023
1479,EaseMyTrip ,info@easemytrip.com,Mon,2,Jan,2023,14:36:29,Afternoon,0,Jan 2023
1480,LinkedIn,updates-noreply@linkedin.com,Mon,2,Jan,2023,03:38:29,Night,1,Jan 2023
1481,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,2,Jan,2023,13:04:25,Afternoon,0,Jan 2023
1482,Tripadvisor ,updates@mp1.tripadvisor.com,Mon,2,Jan,2023,08:44:14,Morning,0,Jan 2023
1483,Datacamp,support@datacamp.com,Mon,2,Jan,2023,07:01:50,Morning,0,Jan 2023
1484,Varsha from Prosple ,varsha@prosple.com,Sun,1,Jan,2023,00:27:48,Night,0,Jan 2023
1485,LinkedIn,jobalerts-noreply@linkedin.com,Sun,1,Jan,2023,00:46:29,Night,1,Jan 2023
1486,Team Scaler ,hello@scaler.com,Sun,1,Jan,2023,04:31:39,Night,0,Jan 2023
1487,Splitwise ,hello@splitwise.com,Sun,1,Jan,2023,02:11:34,Night,0,Jan 2023
1488,EaseMyTrip ,info@easemytrip.com,Sun,1,Jan,2023,05:42:16,Morning,0,Jan 2023
1489,SpiceJet ,spicejet@web-spicejet.com,Sun,1,Jan,2023,14:58:58,Afternoon,0,Jan 2023
1490,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,1,Jan,2023,07:45:36,Morning,0,Jan 2023
1491,Goibibo ,noreply@content.goibibo.com,Sun,1,Jan,2023,07:34:40,Morning,1,Jan 2023
1492,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,1,Jan,2023,04:40:50,Night,0,Jan 2023
1494,Rapido Bike Taxi ,hello@updates.rapido.bike,Sat,31,Dec,2022,02:12:14,Night,0,Dec 2022
1495,LinkedIn,messages-noreply@linkedin.com,Sat,31,Dec,2022,01:33:21,Night,1,Dec 2022
1496,EaseMyTrip ,info@easemytrip.com,Sat,31,Dec,2022,06:38:27,Morning,0,Dec 2022
1497,Adobe Acrobat ,mail@mail.adobe.com,Fri,30,Dec,2022,01:34:04,Night,0,Dec 2022
1498,Tripadvisor ,updates@mp1.tripadvisor.com,Sat,31,Dec,2022,00:43:22,Night,0,Dec 2022
1499,LinkedIn,jobalerts-noreply@linkedin.com,Fri,30,Dec,2022,00:48:35,Night,1,Dec 2022
1500,Datacamp,team@datacamp.com,Fri,30,Dec,2022,00:15:09,Night,0,Dec 2022
1501,LinkedIn,updates-noreply@linkedin.com,Fri,30,Dec,2022,03:37:46,Night,1,Dec 2022
1502,LinkedIn,messages-noreply@linkedin.com,Fri,30,Dec,2022,03:33:21,Night,1,Dec 2022
1503,EaseMyTrip ,info@easemytrip.com,Fri,30,Dec,2022,08:11:15,Morning,0,Dec 2022
1504,NPTEL ,onlinecourses@nptel.iitm.ac.in,Fri,30,Dec,2022,11:17:36,Morning,0,Dec 2022
1505,Datacamp,support@datacamp.com,Fri,30,Dec,2022,06:35:08,Morning,0,Dec 2022
1506,SBI,yonosbi@alerts.sbi.co.in,Fri,30,Dec,2022,07:27:11,Morning,0,Dec 2022
1507,service@intl.paypal.com ,service@intl.paypal.com,Thu,29,Dec,2022,01:56:10,Night,0,Dec 2022
1508,Datacamp,team@datacamp.com,Fri,30,Dec,2022,02:59:13,Night,0,Dec 2022
1509,Google,no-reply@accounts.google.com,Fri,30,Dec,2022,02:24:08,Night,0,Dec 2022
1510,Coursera ,no-reply@m.mail.coursera.org,Fri,30,Dec,2022,02:37:43,Night,0,Dec 2022
1511,Netflix ,info@mailer.netflix.com,Fri,30,Dec,2022,02:36:52,Night,0,Dec 2022
1512,service@intl.paypal.com ,service@intl.paypal.com,Thu,29,Dec,2022,23:56:36,Night,0,Dec 2022
1513,Datacamp,support@datacamp.com,Fri,30,Dec,2022,01:48:12,Night,0,Dec 2022
1514,Varsha from Prosple ,varsha@prosple.com,Thu,29,Dec,2022,00:05:58,Night,0,Dec 2022
1515,LinkedIn,jobalerts-noreply@linkedin.com,Thu,29,Dec,2022,00:40:34,Night,1,Dec 2022
1516,EaseMyTrip ,info@easemytrip.com,Thu,29,Dec,2022,11:59:08,Morning,0,Dec 2022
1517,LinkedIn,updates-noreply@linkedin.com,Thu,29,Dec,2022,03:39:02,Night,1,Dec 2022
1518,Team Scaler ,hello@scaler.com,Thu,29,Dec,2022,02:44:48,Night,0,Dec 2022
1519,LinkedIn,jobs-listings@linkedin.com,Thu,29,Dec,2022,07:32:44,Morning,0,Dec 2022
1520,Goibibo ,noreply@content.goibibo.com,Thu,29,Dec,2022,08:16:51,Morning,1,Dec 2022
1521,LinkedIn,jobalerts-noreply@linkedin.com,Wed,28,Dec,2022,00:56:45,Night,1,Dec 2022
1522,Uber ,uber@uber.com,Wed,28,Dec,2022,00:32:43,Night,0,Dec 2022
1523,Tripadvisor ,updates@mp1.tripadvisor.com,Wed,28,Dec,2022,04:47:08,Night,0,Dec 2022
1524,Amazon,no-reply@business.amazon.in,Wed,28,Dec,2022,04:39:16,Night,0,Dec 2022
1525,Netflix ,info@mailer.netflix.com,Wed,28,Dec,2022,02:50:59,Night,0,Dec 2022
1526,Varsha from Prosple ,varsha@prosple.com,Tue,27,Dec,2022,00:06:35,Night,0,Dec 2022
1527,Datacamp,team@datacamp.com,Tue,27,Dec,2022,01:31:25,Night,0,Dec 2022
1528,LinkedIn,jobalerts-noreply@linkedin.com,Tue,27,Dec,2022,00:44:10,Night,1,Dec 2022
1529,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,27,Dec,2022,14:15:00,Afternoon,0,Dec 2022
1530,EaseMyTrip ,info@easemytrip.com,Tue,27,Dec,2022,08:14:07,Morning,0,Dec 2022
1531,LinkedIn,jobs-listings@linkedin.com,Tue,27,Dec,2022,07:34:43,Morning,0,Dec 2022
1532,Coursera ,no-reply@m.mail.coursera.org,Tue,27,Dec,2022,07:10:44,Morning,0,Dec 2022
1533,SpiceJet ,spicejet@web-spicejet.com,Tue,27,Dec,2022,12:31:15,Afternoon,0,Dec 2022
1534,Netflix ,info@mailer.netflix.com,Tue,27,Dec,2022,03:12:00,Night,0,Dec 2022
1535,LinkedIn,jobalerts-noreply@linkedin.com,Mon,26,Dec,2022,00:54:51,Night,1,Dec 2022
1536,Coursera ,no-reply@m.mail.coursera.org,Mon,26,Dec,2022,09:20:11,Morning,0,Dec 2022
1537,Tripadvisor ,content@mp1.tripadvisor.com,Mon,26,Dec,2022,08:27:39,Morning,0,Dec 2022
